gene_name,start,end,feature_type,strand,locus_tag,chromosome
5'ybjH,885231,885275,5'UTR,-,b0843,NC_000913.3
3'ybjI,885276,885315,3'UTR,-,b0844,NC_000913.3
ybjI,885316,886131,CDS,-,b0844,NC_000913.3
ybjJ,886131,887339,CDS,-,b0845,NC_000913.3
5'ybjJ,887340,887380,5'UTR,-,b0845,NC_000913.3
5'rcdA,887381,887422,5'UTR,+,b0846,NC_000913.3
rcdA,887423,887959,CDS,+,b0846,NC_000913.3
rybB,887959,888105,ncRNA,-,b4417,NC_000913.3
3'ybjL,888106,888133,3'UTR,-,b0847,NC_000913.3
ybjL,888134,889819,CDS,-,b0847,NC_000913.3
5'ybjL,889820,889953,5'UTR,-,b0847,NC_000913.3
5'ybjM,889954,890088,5'UTR,+,b0848,NC_000913.3
ybjM,890089,890466,CDS,+,b0848,NC_000913.3
grxA,890467,890753,CDS,-,b0849,NC_000913.3
5'grxA,890754,890832,5'UTR,-,b0849,NC_000913.3
5'ybjC,890833,890912,5'UTR,+,b0850,NC_000913.3
ybjC,890913,891200,CDS,+,b0850,NC_000913.3
nfsA,891184,891906,CDS,+,b0851,NC_000913.3
3'nfsA,891907,891936,3'UTR,+,b0851,NC_000913.3
5'rimK,891937,891966,5'UTR,+,b0852,NC_000913.3
rimK,891967,892869,CDS,+,b0852,NC_000913.3
3'rimK,892870,892909,3'UTR,+,b0852,NC_000913.3
5'ybjN,892910,892956,5'UTR,+,b0853,NC_000913.3
ybjN,892957,893433,CDS,+,b0853,NC_000913.3
3'ybjN,893434,893473,3'UTR,+,b0853,NC_000913.3
5'potF,893474,893783,5'UTR,+,b0854,NC_000913.3
potF,893784,894896,CDS,+,b0854,NC_000913.3
3'potF,894897,894936,3'UTR,+,b0854,NC_000913.3
5'potG,894937,894990,5'UTR,+,b0855,NC_000913.3
potG,894991,896124,CDS,+,b0855,NC_000913.3
potH,896125,897087,CDS,+,b0856,NC_000913.3
potI,897084,897929,CDS,+,b0857,NC_000913.3
3'potI,897930,897958,3'UTR,+,b0857,NC_000913.3
5'ybjO,897959,897988,5'UTR,+,b0858,NC_000913.3
ybjO,897989,898477,CDS,+,b0858,NC_000913.3
3'ybjO,898478,898497,3'UTR,+,b0858,NC_000913.3
5'rlmC,898498,898517,5'UTR,+,b0859,NC_000913.3
rlmC,898518,899645,CDS,+,b0859,NC_000913.3
3'rlmC,899646,899744,3'UTR,+,b0859,NC_000913.3
3'artJ,899745,899843,3'UTR,-,b0860,NC_000913.3
artJ,899844,900575,CDS,-,b0860,NC_000913.3
5'artJ,900576,900825,5'UTR,-,b0860,NC_000913.3
3'artM,900826,900865,3'UTR,-,b0861,NC_000913.3
artM,900866,901534,CDS,-,b0861,NC_000913.3
artQ,901534,902256,CDS,-,b0862,NC_000913.3
artI,902257,902988,CDS,-,b0863,NC_000913.3
artP,902989,903734,CDS,-,b0864,NC_000913.3
5'artP,903735,903911,5'UTR,-,b0864,NC_000913.3
3'ybjP,903912,903951,3'UTR,-,b0865,NC_000913.3
ybjP,903952,904467,CDS,-,b0865,NC_000913.3
5'ybjP,904468,904529,5'UTR,-,b0865,NC_000913.3
5'ybjQ,904530,904592,5'UTR,+,b0866,NC_000913.3
ybjQ,904593,904916,CDS,+,b0866,NC_000913.3
amiD,904913,905743,CDS,+,b0867,NC_000913.3
ybjS,905740,906753,CDS,-,b0868,NC_000913.3
5'ybjS,906754,906811,5'UTR,-,b0868,NC_000913.3
3'ybjT,906812,906851,3'UTR,-,b0869,NC_000913.3
ybjT,906852,908282,CDS,-,b0869,NC_000913.3
ltaE,908283,909330,CDS,-,b0870,NC_000913.3
poxB,909331,911049,CDS,-,b0871,NC_000913.3
5'poxB,911050,911141,5'UTR,-,b0871,NC_000913.3
3'hcr,911142,911181,3'UTR,-,b0872,NC_000913.3
hcr,911182,912161,CDS,-,b0872,NC_000913.3
hcp,912162,913814,CDS,-,b0873,NC_000913.3
5'hcp,913815,913917,5'UTR,-,b0873,NC_000913.3
3'lysO,913918,913957,3'UTR,-,b0874,NC_000913.3
lysO,913958,914857,CDS,-,b0874,NC_000913.3
5'lysO,914858,915311,5'UTR,-,b0874,NC_000913.3
3'aqpZ,915312,915351,3'UTR,-,b0875,NC_000913.3
aqpZ,915352,916047,CDS,-,b0875,NC_000913.3
5'aqpZ,916048,916259,5'UTR,-,b0875,NC_000913.3
5'ybjD,916260,916472,5'UTR,+,b0876,NC_000913.3
ybjD,916473,918131,CDS,+,b0876,NC_000913.3
ybjX,918128,919120,CDS,-,b0877,NC_000913.3
5'ybjX,919121,919177,5'UTR,-,b0877,NC_000913.3
5'macA,919178,919234,5'UTR,+,b0878,NC_000913.3
macA,919235,920350,CDS,+,b0878,NC_000913.3
macB,920347,922293,CDS,+,b0879,NC_000913.3
3'macB,922294,922329,3'UTR,+,b0879,NC_000913.3
3'cspD,922330,922365,3'UTR,-,b0880,NC_000913.3
cspD,922366,922590,CDS,-,b0880,NC_000913.3
5'cspD,922591,922664,5'UTR,-,b0880,NC_000913.3
5'yljB,922665,922739,5'UTR,+,b4770,NC_000913.3
yljB,922740,922814,CDS,+,b4770,NC_000913.3
3'yljB,922815,922854,3'UTR,+,b4770,NC_000913.3
5'clpS,922855,922912,5'UTR,+,b0881,NC_000913.3
clpS,922913,923263,CDS,+,b0881,NC_000913.3
clpA,923264,925540,CDS,+,b0882,NC_000913.3
3'clpA,925541,925706,3'UTR,+,b0882,NC_000913.3
3'serW,925707,925873,tRNA,-,b0883,NC_000913.3
serW,925874,925981,tRNA,-,b0883,NC_000913.3
5'serW,925982,926184,tRNA,-,b0883,NC_000913.3
3'infA,926185,926224,3'UTR,-,b0884,NC_000913.3
infA,926225,926443,CDS,-,b0884,NC_000913.3
5'infA,926444,926687,5'UTR,-,b0884,NC_000913.3
3'aat,926688,926727,3'UTR,-,b0885,NC_000913.3
aat,926728,927432,CDS,-,b0885,NC_000913.3
5'aat,927433,927453,5'UTR,-,b0885,NC_000913.3
3'cydC,927454,927473,3'UTR,-,b0886,NC_000913.3
cydC,927474,929195,CDS,-,b0886,NC_000913.3
cydD,929196,930962,CDS,-,b0887,NC_000913.3
5'cydD,930963,931044,5'UTR,-,b0887,NC_000913.3
3'trxB,931045,931084,3'UTR,-,b0888,NC_000913.3
trxB,931085,932050,CDS,-,b0888,NC_000913.3
5'trxB,932051,932322,5'UTR,-,b0888,NC_000913.3
5'lrp,932323,932594,5'UTR,+,b0889,NC_000913.3
lrp,932595,933089,CDS,+,b0889,NC_000913.3
3'lrp,933090,933129,3'UTR,+,b0889,NC_000913.3
5'ftsK,933130,933223,5'UTR,+,b0890,NC_000913.3
ftsK,933224,937213,CDS,+,b0890,NC_000913.3
3'ftsK,937214,937253,3'UTR,+,b0890,NC_000913.3
5'lolA,937254,937371,5'UTR,+,b0891,NC_000913.3
lolA,937372,937993,CDS,+,b0891,NC_000913.3
rarA,937994,939337,CDS,+,b0892,NC_000913.3
3'rarA,939338,939377,3'UTR,+,b0892,NC_000913.3
5'serS,939378,939427,5'UTR,+,b0893,NC_000913.3
serS,939428,940720,CDS,+,b0893,NC_000913.3
3'serS,940721,940760,3'UTR,+,b0893,NC_000913.3
5'dmsA,940761,940958,5'UTR,+,b0894,NC_000913.3
dmsA,940959,943403,CDS,+,b0894,NC_000913.3
dmsB,943404,944032,CDS,+,b0895,NC_000913.3
dmsC,944033,944896,CDS,+,b0896,NC_000913.3
ycaC,944897,945557,CDS,-,b0897,NC_000913.3
5'ycaC,945558,945713,5'UTR,-,b0897,NC_000913.3
5'ycaD,945714,945870,5'UTR,+,b0898,NC_000913.3
ycaD,945871,947019,CDS,+,b0898,NC_000913.3
3'ycaD,947020,947059,3'UTR,+,b0898,NC_000913.3
5'ycaM,947060,947228,5'UTR,+,b0899,NC_000913.3
ycaM,947229,948659,CDS,+,b0899,NC_000913.3
ycaN,948660,949568,CDS,-,b0900,NC_000913.3
5'ycaN,949569,949617,5'UTR,-,b0900,NC_000913.3
5'ycaK,949618,949667,5'UTR,+,b0901,NC_000913.3
ycaK,949668,950258,CDS,+,b0901,NC_000913.3
3'ycaK,950259,950298,3'UTR,+,b0901,NC_000913.3
3'pflA,950299,950339,3'UTR,-,b0902,NC_000913.3
pflA,950340,951080,CDS,-,b0902,NC_000913.3
5'pflA,951081,951231,5'UTR,-,b0902,NC_000913.3
3'pflB,951232,951271,3'UTR,-,b0903,NC_000913.3
pflB,951272,953554,CDS,-,b0903,NC_000913.3
5'pflB,953555,953581,5'UTR,-,b0903,NC_000913.3
3'focA,953582,953608,3'UTR,-,b0904,NC_000913.3
focA,953609,954466,CDS,-,b0904,NC_000913.3
5'focA,954467,954831,5'UTR,-,b0904,NC_000913.3
3'ycaO,954832,954871,3'UTR,-,b0905,NC_000913.3
ycaO,954872,956632,CDS,-,b0905,NC_000913.3
5'ycaO,956633,956696,5'UTR,-,b0905,NC_000913.3
5'ycaP,956697,956761,5'UTR,+,b0906,NC_000913.3
ycaP,956762,957454,CDS,+,b0906,NC_000913.3
3'ycaP,957455,957494,3'UTR,+,b0906,NC_000913.3
5'serC,957495,957652,5'UTR,+,b0907,NC_000913.3
serC,957653,958741,CDS,+,b0907,NC_000913.3
3'serC,958742,958776,3'UTR,+,b0907,NC_000913.3
5'aroA,958777,958811,5'UTR,+,b0908,NC_000913.3
aroA,958812,960095,CDS,+,b0908,NC_000913.3
3'aroA,960096,960135,3'UTR,+,b0908,NC_000913.3
5'ycaL,960136,960263,5'UTR,+,b0909,NC_000913.3
ycaL,960264,961028,CDS,+,b0909,NC_000913.3
3'ycaL,961029,961068,3'UTR,+,b0909,NC_000913.3
5'cmk,961069,961200,5'UTR,+,b0910,NC_000913.3
cmk,961201,961884,CDS,+,b0910,NC_000913.3
3'cmk,961885,961924,3'UTR,+,b0910,NC_000913.3
5'rpsA,961925,961994,5'UTR,+,b0911,NC_000913.3
rpsA,961995,963668,CDS,+,b0911,NC_000913.3
3'rpsA,963669,963708,3'UTR,+,b0911,NC_000913.3
5'ihfB,963709,963827,5'UTR,+,b0912,NC_000913.3
ihfB,963828,964112,CDS,+,b0912,NC_000913.3
3'ihfB,964113,964152,3'UTR,+,b0912,NC_000913.3
5'ycaI,964153,964319,5'UTR,+,b0913,NC_000913.3
ycaI,964320,966584,CDS,+,b0913,NC_000913.3
msbA,966585,968369,CDS,+,b0914,NC_000913.3
lpxK,968366,969388,CDS,+,b0915,NC_000913.3
ycaQ,969389,970621,CDS,+,b0916,NC_000913.3
3'ycaQ,970622,970646,3'UTR,+,b0916,NC_000913.3
5'ycaR,970647,970672,5'UTR,+,b0917,NC_000913.3
ycaR,970673,970855,CDS,+,b0917,NC_000913.3
kdsB,970852,971598,CDS,+,b0918,NC_000913.3
3'kdsB,971599,971638,3'UTR,+,b0918,NC_000913.3
5'ycbJ,971639,971751,5'UTR,+,b0919,NC_000913.3
ycbJ,971752,972645,CDS,+,b0919,NC_000913.3
elyC,972622,973401,CDS,-,b0920,NC_000913.3
5'elyC,973402,973468,5'UTR,-,b0920,NC_000913.3
5'cmoM,973469,973536,5'UTR,+,b0921,NC_000913.3
cmoM,973537,974322,CDS,+,b0921,NC_000913.3
mukF,974319,975641,CDS,+,b0922,NC_000913.3
mukE,975622,976326,CDS,+,b0923,NC_000913.3
mukB,976326,980786,CDS,+,b0924,NC_000913.3
3'mukB,980787,980826,3'UTR,+,b0924,NC_000913.3
5'ldtD,980827,981046,5'UTR,+,b0925,NC_000913.3
ldtD,981047,982894,CDS,+,b0925,NC_000913.3
3'ldtD,982895,982934,3'UTR,+,b0925,NC_000913.3
5'mepK,982935,983074,5'UTR,+,b0926,NC_000913.3
mepK,983075,983649,CDS,+,b0926,NC_000913.3
gloC,983650,984297,CDS,+,b0927,NC_000913.3
3'gloC,984298,984407,3'UTR,+,b0927,NC_000913.3
3'aspC,984408,984518,3'UTR,-,b0928,NC_000913.3
aspC,984519,985709,CDS,-,b0928,NC_000913.3
5'aspC,985710,985853,5'UTR,-,b0928,NC_000913.3
3'ompF,985854,985893,3'UTR,-,b0929,NC_000913.3
ompF,985894,986982,CDS,-,b0929,NC_000913.3
5'ompF,986983,987544,5'UTR,-,b0929,NC_000913.3
3'asnS,987545,987584,3'UTR,-,b0930,NC_000913.3
asnS,987585,988985,CDS,-,b0930,NC_000913.3
5'asnS,988986,989113,5'UTR,-,b0930,NC_000913.3
3'pncB,989114,989153,3'UTR,-,b0931,NC_000913.3
pncB,989154,990356,CDS,-,b0931,NC_000913.3
5'pncB,990357,990488,5'UTR,-,b0931,NC_000913.3
5'pepN,990489,990621,5'UTR,+,b0932,NC_000913.3
pepN,990622,993234,CDS,+,b0932,NC_000913.3
3'pepN,993235,993255,3'UTR,+,b0932,NC_000913.3
3'ssuB,993256,993276,3'UTR,-,b0933,NC_000913.3
ssuB,993277,994044,CDS,-,b0933,NC_000913.3
ssuC,994041,994842,CDS,-,b0934,NC_000913.3
ssuD,994843,995988,CDS,-,b0935,NC_000913.3
ssuA,995985,996944,CDS,-,b0936,NC_000913.3
ssuE,996937,997512,CDS,-,b0937,NC_000913.3
5'ssuE,997513,997689,5'UTR,-,b0937,NC_000913.3
5'elfA,997690,997867,5'UTR,+,b0938,NC_000913.3
elfA,997868,998407,CDS,+,b0938,NC_000913.3
3'elfA,998408,998447,3'UTR,+,b0938,NC_000913.3
5'elfD,998448,998489,5'UTR,+,b0939,NC_000913.3
elfD,998490,999215,CDS,+,b0939,NC_000913.3
elfC,999216,1001816,CDS,+,b0940,NC_000913.3
elfG,1001807,1002877,CDS,+,b0941,NC_000913.3
ycbU,1002878,1003431,CDS,+,b0942,NC_000913.3
ycbV,1003432,1003954,CDS,+,b0943,NC_000913.3
ycbF,1003947,1004657,CDS,+,b0944,NC_000913.3
3'ycbF,1004658,1004697,3'UTR,+,b0944,NC_000913.3
5'pyrD,1004698,1004767,5'UTR,+,b0945,NC_000913.3
pyrD,1004768,1005778,CDS,+,b0945,NC_000913.3
3'pyrD,1005779,1005818,3'UTR,+,b0945,NC_000913.3
5'zapC,1005819,1005951,5'UTR,+,b0946,NC_000913.3
zapC,1005952,1006494,CDS,+,b0946,NC_000913.3
ycbX,1006491,1007600,CDS,-,b0947,NC_000913.3
5'ycbX,1007601,1007721,5'UTR,-,b0947,NC_000913.3
5'rlmL,1007722,1007843,5'UTR,+,b0948,NC_000913.3
rlmL,1007844,1009952,CDS,+,b0948,NC_000913.3
uup,1009953,1011871,CDS,+,b0949,NC_000913.3
3'uup,1011872,1011911,3'UTR,+,b0949,NC_000913.3
5'pqiA,1011912,1012000,5'UTR,+,b0950,NC_000913.3
pqiA,1012001,1013258,CDS,+,b0950,NC_000913.3
pqiB,1013259,1014899,CDS,+,b0951,NC_000913.3
pqiC,1014896,1015459,CDS,+,b0952,NC_000913.3
3'pqiC,1015460,1015499,3'UTR,+,b0952,NC_000913.3
5'rmf,1015500,1015714,5'UTR,+,b0953,NC_000913.3
rmf,1015715,1015882,CDS,+,b0953,NC_000913.3
3'rmf,1015883,1015916,3'UTR,+,b0953,NC_000913.3
3'fabA,1015917,1015951,3'UTR,-,b0954,NC_000913.3
fabA,1015952,1016470,CDS,-,b0954,NC_000913.3
5'fabA,1016471,1016504,5'UTR,-,b0954,NC_000913.3
3'ycbZ,1016505,1016538,3'UTR,-,b0955,NC_000913.3
ycbZ,1016539,1018299,CDS,-,b0955,NC_000913.3
5'ycbZ,1018300,1018391,5'UTR,-,b0955,NC_000913.3
5'matP,1018392,1018484,5'UTR,+,b0956,NC_000913.3
matP,1018485,1018937,CDS,+,b0956,NC_000913.3
3'matP,1018938,1018974,3'UTR,+,b0956,NC_000913.3
3'ompA,1018975,1019012,3'UTR,-,b0957,NC_000913.3
ompA,1019013,1020053,CDS,-,b0957,NC_000913.3
5'ompA,1020054,1020369,5'UTR,-,b0957,NC_000913.3
3'sulA,1020370,1020409,3'UTR,-,b0958,NC_000913.3
sulA,1020410,1020919,CDS,-,b0958,NC_000913.3
5'sulA,1020920,1021028,5'UTR,-,b0958,NC_000913.3
5'sxy,1021029,1021137,5'UTR,+,b0959,NC_000913.3
sxy,1021138,1021767,CDS,+,b0959,NC_000913.3
yccS,1021730,1023883,CDS,-,b0960,NC_000913.3
yccF,1023884,1024348,CDS,-,b0961,NC_000913.3
5'yccF,1024349,1024409,5'UTR,-,b0961,NC_000913.3
5'helD,1024410,1024470,5'UTR,+,b0962,NC_000913.3
helD,1024471,1026525,CDS,+,b0962,NC_000913.3
mgsA,1026526,1027015,CDS,-,b0963,NC_000913.3
5'mgsA,1027016,1027070,5'UTR,-,b0963,NC_000913.3
3'yccT,1027071,1027110,3'UTR,-,b0964,NC_000913.3
yccT,1027111,1027773,CDS,-,b0964,NC_000913.3
5'yccT,1027774,1027859,5'UTR,-,b0964,NC_000913.3
5'yccU,1027860,1027945,5'UTR,+,b0965,NC_000913.3
yccU,1027946,1028359,CDS,+,b0965,NC_000913.3
3'yccU,1028360,1028381,3'UTR,+,b0965,NC_000913.3
3'hspQ,1028382,1028403,3'UTR,-,b0966,NC_000913.3
hspQ,1028404,1028721,CDS,-,b0966,NC_000913.3
5'hspQ,1028722,1028750,5'UTR,-,b0966,NC_000913.3
3'rlmI,1028751,1028778,3'UTR,-,b0967,NC_000913.3
rlmI,1028779,1029969,CDS,-,b0967,NC_000913.3
5'rlmI,1029970,1030016,5'UTR,-,b0967,NC_000913.3
5'yccX,1030017,1030063,5'UTR,+,b0968,NC_000913.3
yccX,1030064,1030342,CDS,+,b0968,NC_000913.3
tusE,1030339,1030668,CDS,-,b0969,NC_000913.3
5'tusE,1030669,1030718,5'UTR,-,b0969,NC_000913.3
3'yccA,1030719,1030758,3'UTR,-,b0970,NC_000913.3
yccA,1030759,1031418,CDS,-,b0970,NC_000913.3
5'yccA,1031419,1031574,5'UTR,-,b0970,NC_000913.3
3'serT,1031575,1031614,tRNA,-,b0971,NC_000913.3
serT,1031615,1031722,tRNA,-,b0971,NC_000913.3
5'serT,1031723,1031930,tRNA,-,b0971,NC_000913.3
5'hyaA,1031931,1032138,5'UTR,+,b0972,NC_000913.3
hyaA,1032139,1033257,CDS,+,b0972,NC_000913.3
hyaB,1033254,1035047,CDS,+,b0973,NC_000913.3
hyaC,1035048,1035773,CDS,+,b0974,NC_000913.3
hyaD,1035770,1036357,CDS,+,b0975,NC_000913.3
hyaE,1036354,1036752,CDS,+,b0976,NC_000913.3
hyaF,1036749,1037606,CDS,+,b0977,NC_000913.3
3'hyaF,1037607,1037646,3'UTR,+,b0977,NC_000913.3
5'appC,1037647,1037739,5'UTR,+,b0978,NC_000913.3
appC,1037740,1039284,CDS,+,b0978,NC_000913.3
appB,1039285,1040432,CDS,+,b0979,NC_000913.3
appX,1040433,1040537,CDS,+,b4592,NC_000913.3
3'appX,1040538,1040576,3'UTR,+,b4592,NC_000913.3
5'appA,1040577,1040616,5'UTR,+,b0980,NC_000913.3
appA,1040617,1041915,CDS,+,b0980,NC_000913.3
3'appA,1041916,1041972,3'UTR,+,b0980,NC_000913.3
3'etk,1041973,1042029,3'UTR,-,b0981,NC_000913.3
etk,1042030,1044210,CDS,-,b0981,NC_000913.3
etp,1044211,1044676,CDS,-,b0982,NC_000913.3
gfcE,1044664,1045803,CDS,-,b0983,NC_000913.3
5'gfcE,1045804,1045826,5'UTR,-,b0983,NC_000913.3
3'gfcD,1045827,1045848,3'UTR,-,b0984,NC_000913.3
gfcD,1045849,1047945,CDS,-,b0984,NC_000913.3
gfcC,1047945,1048691,CDS,-,b0985,NC_000913.3
gfcB,1048688,1049332,CDS,-,b0986,NC_000913.3
5'gfcB,1049333,1049398,5'UTR,-,b0986,NC_000913.3
3'gfcA,1049399,1049438,3'UTR,-,b0987,NC_000913.3
gfcA,1049439,1049744,CDS,-,b0987,NC_000913.3
5'gfcA,1049745,1049788,5'UTR,-,b0987,NC_000913.3
5'insA4,1049789,1049832,5'UTR,+,b4516,NC_000913.3
insA4,1049833,1050108,CDS,+,b4516,NC_000913.3
insB4,1050027,1050530,CDS,+,b0988,NC_000913.3
3'insB4,1050531,1050746,3'UTR,+,b0988,NC_000913.3
3'cspH,1050747,1050962,3'UTR,-,b0989,NC_000913.3
cspH,1050963,1051175,CDS,-,b0989,NC_000913.3
5'cspH,1051176,1051317,5'UTR,-,b0989,NC_000913.3
5'cspG,1051318,1051460,5'UTR,+,b0990,NC_000913.3
cspG,1051461,1051673,CDS,+,b0990,NC_000913.3
ymcF,1051674,1051872,CDS,+,b4723,NC_000913.3
ymcE,1051847,1052077,CDS,+,b0991,NC_000913.3
gnsA,1052067,1052240,CDS,+,b4517,NC_000913.3
3'gnsA,1052241,1052264,3'UTR,+,b4517,NC_000913.3
3'yccM,1052265,1052288,3'UTR,-,b0992,NC_000913.3
yccM,1052289,1053362,CDS,-,b0992,NC_000913.3
5'yccM,1053363,1053398,5'UTR,-,b0992,NC_000913.3
3'torS,1053399,1053433,3'UTR,-,b0993,NC_000913.3
torS,1053434,1056178,CDS,-,b0993,NC_000913.3
5'torS,1056179,1056219,5'UTR,-,b0993,NC_000913.3
5'torT,1056220,1056260,5'UTR,+,b0994,NC_000913.3
torT,1056261,1057289,CDS,+,b0994,NC_000913.3
torR,1057262,1057954,CDS,-,b0995,NC_000913.3
5'torR,1057955,1058018,5'UTR,-,b0995,NC_000913.3
5'torC,1058019,1058083,5'UTR,+,b0996,NC_000913.3
torC,1058084,1059256,CDS,+,b0996,NC_000913.3
torA,1059256,1061802,CDS,+,b0997,NC_000913.3
torD,1061799,1062398,CDS,+,b0998,NC_000913.3
3'torD,1062399,1062473,3'UTR,+,b0998,NC_000913.3
3'cbpM,1062474,1062549,3'UTR,-,b0999,NC_000913.3
cbpM,1062550,1062855,CDS,-,b0999,NC_000913.3
cbpA,1062855,1063775,CDS,-,b1000,NC_000913.3
5'cbpA,1063776,1063905,5'UTR,-,b1000,NC_000913.3
5'yccE,1063906,1064035,5'UTR,+,b1001,NC_000913.3
yccE,1064036,1065292,CDS,+,b1001,NC_000913.3
3'yccE,1065293,1065332,3'UTR,+,b1001,NC_000913.3
5'agp,1065333,1065584,5'UTR,+,b1002,NC_000913.3
agp,1065585,1066826,CDS,+,b1002,NC_000913.3
yccJ,1066827,1067111,CDS,-,b1003,NC_000913.3
wrbA,1067112,1067708,CDS,-,b1004,NC_000913.3
5'wrbA,1067709,1067894,5'UTR,-,b1004,NC_000913.3
5'ymdF,1067895,1068080,5'UTR,+,b4518,NC_000913.3
ymdF,1068081,1068254,CDS,+,b4518,NC_000913.3
3'ymdF,1068255,1068382,3'UTR,+,b4518,NC_000913.3
3'rutG,1068383,1068510,3'UTR,-,b1006,NC_000913.3
rutG,1068511,1069839,CDS,-,b1006,NC_000913.3
rutF,1069840,1070364,CDS,-,b1007,NC_000913.3
rutE,1070365,1070964,CDS,-,b1008,NC_000913.3
rutD,1070965,1071765,CDS,-,b1009,NC_000913.3
rutC,1071766,1072170,CDS,-,b1010,NC_000913.3
rutB,1072171,1072863,CDS,-,b1011,NC_000913.3
rutA,1072863,1074011,CDS,-,b1012,NC_000913.3
5'rutA,1074012,1074126,5'UTR,-,b1012,NC_000913.3
5'rutR,1074127,1074241,5'UTR,+,b1013,NC_000913.3
rutR,1074242,1074919,CDS,+,b1013,NC_000913.3
putA,1074920,1078882,CDS,-,b1014,NC_000913.3
5'putA,1078883,1079000,5'UTR,-,b1014,NC_000913.3
5'ymdG,1079001,1079119,5'UTR,+,b4737,NC_000913.3
ymdG,1079120,1079146,CDS,+,b4737,NC_000913.3
3'ymdG,1079147,1079186,3'UTR,+,b4737,NC_000913.3
5'putP,1079187,1079304,5'UTR,+,b1015,NC_000913.3
putP,1079305,1080813,CDS,+,b1015,NC_000913.3
3'putP,1080814,1080853,3'UTR,+,b1015,NC_000913.3
5'efeU,1080854,1081355,5'UTR,+,b4490,NC_000913.3
efeU,1081356,1082185,pseudogene,+,b4490,NC_000913.3
3'efeU,1082186,1082213,3'UTR,+,b4490,NC_000913.3
5'efeO,1082214,1082242,5'UTR,+,b1018,NC_000913.3
efeO,1082243,1083375,CDS,+,b1018,NC_000913.3
efeB,1083376,1084647,CDS,+,b1019,NC_000913.3
3'efeB,1084648,1084687,3'UTR,+,b1019,NC_000913.3
5'phoH,1084688,1084991,5'UTR,+,b1020,NC_000913.3
phoH,1084992,1086056,CDS,+,b1020,NC_000913.3
3'phoH,1086057,1086080,3'UTR,+,b1020,NC_000913.3
3'pgaD,1086081,1086105,3'UTR,-,b1021,NC_000913.3
pgaD,1086106,1086520,CDS,-,b1021,NC_000913.3
pgaC,1086521,1087846,CDS,-,b1022,NC_000913.3
pgaB,1087839,1089865,CDS,-,b1023,NC_000913.3
pgaA,1089866,1092289,CDS,-,b1024,NC_000913.3
5'pgaA,1092290,1092582,5'UTR,-,b1024,NC_000913.3
5'dgcT,1092583,1092875,5'UTR,+,b1025,NC_000913.3
dgcT,1092876,1094234,CDS,+,b1025,NC_000913.3
3'dgcT,1094235,1094254,3'UTR,+,b1025,NC_000913.3
3'insF4,1094255,1094274,3'UTR,-,b1026,NC_000913.3
insF4,1094275,1095141,CDS,-,b1026,NC_000913.3
insE4,1095138,1095437,CDS,-,b1027,NC_000913.3
5'insE4,1095438,1095490,5'UTR,-,b1027,NC_000913.3
5'ymdE,1095491,1095543,5'UTR,+,b1028,NC_000913.3
ymdE,1095544,1095846,pseudogene,+,b1028,NC_000913.3
ycdU,1095843,1096829,CDS,+,b1029,NC_000913.3
3'ycdU,1096830,1097191,3'UTR,+,b1029,NC_000913.3
3'serX,1097192,1097554,tRNA,-,b1032,NC_000913.3
serX,1097555,1097662,tRNA,-,b1032,NC_000913.3
5'serX,1097663,1097773,tRNA,-,b1032,NC_000913.3
5'ghrA,1097774,1097885,5'UTR,+,b1033,NC_000913.3
ghrA,1097886,1098824,CDS,+,b1033,NC_000913.3
3'ghrA,1098825,1098851,3'UTR,+,b1033,NC_000913.3
5'ycdX,1098852,1098878,5'UTR,+,b1034,NC_000913.3
ycdX,1098879,1099616,CDS,+,b1034,NC_000913.3
ycdY,1099617,1100194,CDS,+,b1035,NC_000913.3
3'ycdY,1100195,1100234,3'UTR,+,b1035,NC_000913.3
5'ycdZ,1100235,1100295,5'UTR,+,b1036,NC_000913.3
ycdZ,1100296,1100787,CDS,+,b1036,NC_000913.3
3'ycdZ,1100788,1100818,3'UTR,+,b1036,NC_000913.3
3'csgG,1100819,1100850,3'UTR,-,b1037,NC_000913.3
csgG,1100851,1101684,CDS,-,b1037,NC_000913.3
csgF,1101685,1102127,CDS,-,b1038,NC_000913.3
csgE,1102128,1102545,CDS,-,b1039,NC_000913.3
csgD,1102546,1103196,CDS,-,b1040,NC_000913.3
5'csgD,1103197,1103573,5'UTR,-,b1040,NC_000913.3
5'csgB,1103574,1103950,5'UTR,+,b1041,NC_000913.3
csgB,1103951,1104406,CDS,+,b1041,NC_000913.3
3'csgB,1104407,1104426,3'UTR,+,b1041,NC_000913.3
5'csgA,1104427,1104446,5'UTR,+,b1042,NC_000913.3
csgA,1104447,1104902,CDS,+,b1042,NC_000913.3
3'csgA,1104903,1104931,3'UTR,+,b1042,NC_000913.3
5'csgC,1104932,1104960,5'UTR,+,b1043,NC_000913.3
csgC,1104961,1105293,CDS,+,b1043,NC_000913.3
3'csgC,1105294,1105333,3'UTR,+,b1043,NC_000913.3
5'ymdA,1105334,1105413,5'UTR,+,b1044,NC_000913.3
ymdA,1105414,1105725,CDS,+,b1044,NC_000913.3
3'ymdA,1105726,1105765,3'UTR,+,b1044,NC_000913.3
5'ymdB,1105766,1105819,5'UTR,+,b1045,NC_000913.3
ymdB,1105820,1106354,CDS,+,b1045,NC_000913.3
clsC,1106355,1107776,CDS,+,b1046,NC_000913.3
