gene_name,start,end,feature_type,strand,locus_tag,chromosome
acpS,515710,516075,CDS,+,BSU_04620,NC_000964.3
3'acpS,516076,516115,3'UTR,+,BSU_04620,NC_000964.3
5'ydcC,516116,516240,5'UTR,+,BSU_04630,NC_000964.3
ydcC,516241,517257,CDS,+,BSU_04630,NC_000964.3
3'ydcC,517258,517297,3'UTR,+,BSU_04630,NC_000964.3
5'alrA,517298,517371,5'UTR,+,BSU_04640,NC_000964.3
alrA,517372,518541,CDS,+,BSU_04640,NC_000964.3
3'alrA,518542,518581,3'UTR,+,BSU_04640,NC_000964.3
5'ndoAI,518582,518656,5'UTR,+,BSU_04650,NC_000964.3
ndoAI,518657,518942,CDS,+,BSU_04650,NC_000964.3
ndoA,518943,519293,CDS,+,BSU_04660,NC_000964.3
3'ndoA,519294,519333,3'UTR,+,BSU_04660,NC_000964.3
5'rsbRA,519334,519407,5'UTR,+,BSU_04670,NC_000964.3
rsbRA,519408,520232,CDS,+,BSU_04670,NC_000964.3
rsbS,520233,520605,CDS,+,BSU_04680,NC_000964.3
rsbT,520606,521018,CDS,+,BSU_04690,NC_000964.3
rsbU,521019,522026,CDS,+,BSU_04700,NC_000964.3
3'rsbU,522027,522056,3'UTR,+,BSU_04700,NC_000964.3
5'rsbV,522057,522087,5'UTR,+,BSU_04710,NC_000964.3
rsbV,522088,522417,CDS,+,BSU_04710,NC_000964.3
rsbW,522414,522896,CDS,+,BSU_04720,NC_000964.3
sigB,522862,523650,CDS,+,BSU_04730,NC_000964.3
rsbX,523650,524249,CDS,+,BSU_04740,NC_000964.3
3'rsbX,524250,524289,3'UTR,+,BSU_04740,NC_000964.3
5'BSU_04745,524290,524359,5'UTR,+,BSU_04745,NC_000964.3
BSU_04745,524360,524491,CDS,+,BSU_04745,NC_000964.3
ydcF,524492,524785,CDS,+,BSU_04750,NC_000964.3
ydcG,524782,525222,CDS,+,BSU_04760,NC_000964.3
ydcH,525206,525649,CDS,+,BSU_04770,NC_000964.3
3'ydcH,525650,525689,3'UTR,+,BSU_04770,NC_000964.3
5'tex,525690,525742,5'UTR,+,BSU_04780,NC_000964.3
tex,525743,527902,CDS,+,BSU_04780,NC_000964.3
cmpA,527903,528025,CDS,-,BSU_04785,NC_000964.3
5'cmpA,528026,528076,5'UTR,-,BSU_04785,NC_000964.3
5'ydcK,528077,528128,5'UTR,+,BSU_04790,NC_000964.3
ydcK,528129,528581,CDS,+,BSU_04790,NC_000964.3
3'ydcK,528582,528621,3'UTR,+,BSU_04790,NC_000964.3
5'trnS-Asn,528622,528693,tRNA,+,BSU_tRNA_45,NC_000964.3
trnS-Asn,528694,528788,tRNA,+,BSU_tRNA_45,NC_000964.3
trnS-Ser,528773,528883,tRNA,+,BSU_tRNA_46,NC_000964.3
trnS-Glu,528884,528984,tRNA,+,BSU_tRNA_47,NC_000964.3
trnS-Gln,528976,529076,tRNA,+,BSU_tRNA_48,NC_000964.3
trnS-Lys,529077,529172,tRNA,+,BSU_tRNA_49,NC_000964.3
trnS-Leu1,529164,529265,tRNA,+,BSU_tRNA_50,NC_000964.3
3'trnS-Leu1,529266,529295,tRNA,+,BSU_tRNA_50,NC_000964.3
5'trnS-Leu2,529296,529325,tRNA,+,BSU_tRNA_51,NC_000964.3
trnS-Leu2,529326,529432,tRNA,+,BSU_tRNA_51,NC_000964.3
3'trnS-Leu2,529433,529468,tRNA,+,BSU_tRNA_51,NC_000964.3
3'ydcL,529469,529504,3'UTR,-,BSU_04800,NC_000964.3
ydcL,529505,530611,CDS,-,BSU_04800,NC_000964.3
immA,530612,531133,CDS,-,BSU_04810,NC_000964.3
immR,531130,531513,CDS,-,BSU_04820,NC_000964.3
5'immR,531514,531649,5'UTR,-,BSU_04820,NC_000964.3
5'xis,531650,531786,5'UTR,+,BSU_04830,NC_000964.3
xis,531787,531981,CDS,+,BSU_04830,NC_000964.3
ydzL,531978,532238,CDS,+,BSU_04839,NC_000964.3
3'ydzL,532239,532264,3'UTR,+,BSU_04839,NC_000964.3
5'ydcO,532265,532291,5'UTR,+,BSU_04840,NC_000964.3
ydcO,532292,532552,CDS,+,BSU_04840,NC_000964.3
sncO,532553,532652,ncRNA,-,BSU_misc_RNA_65,NC_000964.3
5'sncO,532653,532704,5'UTR,-,BSU_misc_RNA_65,NC_000964.3
5'BSU_04849,532705,532757,5'UTR,+,BSU_04849,NC_000964.3
BSU_04849,532758,532921,CDS,+,BSU_04849,NC_000964.3
helP,532922,533337,CDS,+,BSU_04850,NC_000964.3
conQ,533338,534780,CDS,+,BSU_04860,NC_000964.3
nicK,534773,535831,CDS,+,BSU_04870,NC_000964.3
3'nicK,535832,535871,3'UTR,+,BSU_04870,NC_000964.3
5'ydcS,535872,536095,5'UTR,+,BSU_04880,NC_000964.3
ydcS,536096,536365,CDS,+,BSU_04880,NC_000964.3
ydcT,536366,536686,CDS,+,BSU_04890,NC_000964.3
yddA,536687,536995,CDS,+,BSU_04900,NC_000964.3
conB,536985,538049,CDS,+,BSU_04910,NC_000964.3
conC,538050,538321,CDS,+,BSU_04920,NC_000964.3
conD,538322,538846,CDS,+,BSU_04930,NC_000964.3
conE,538734,541229,CDS,+,BSU_04940,NC_000964.3
yddF,541230,541577,CDS,+,BSU_04950,NC_000964.3
conG,541578,544025,CDS,+,BSU_04960,NC_000964.3
cwlT,544022,545011,CDS,+,BSU_04970,NC_000964.3
yddI,545012,545532,CDS,+,BSU_04980,NC_000964.3
3'yddI,545533,545563,3'UTR,+,BSU_04980,NC_000964.3
5'yddJ,545564,545594,5'UTR,+,BSU_04990,NC_000964.3
yddJ,545595,545975,CDS,+,BSU_04990,NC_000964.3
3'yddJ,545976,546070,3'UTR,+,BSU_04990,NC_000964.3
3'yddK,546071,546165,3'UTR,-,BSU_05000,NC_000964.3
yddK,546166,546966,CDS,-,BSU_05000,NC_000964.3
5'yddK,546967,547135,5'UTR,-,BSU_05000,NC_000964.3
5'rapI,547136,547305,5'UTR,+,BSU_05010,NC_000964.3
rapI,547306,548481,CDS,+,BSU_05010,NC_000964.3
phrI,548438,548557,CDS,+,BSU_05020,NC_000964.3
3'phrI,548558,548597,3'UTR,+,BSU_05020,NC_000964.3
5'yddM,548598,548709,5'UTR,+,BSU_05030,NC_000964.3
yddM,548710,549651,CDS,+,BSU_05030,NC_000964.3
3'yddM,549652,549945,3'UTR,+,BSU_05030,NC_000964.3
3'yddN,549946,550239,3'UTR,-,BSU_05040,NC_000964.3
yddN,550240,551259,CDS,-,BSU_05040,NC_000964.3
5'yddN,551260,551388,5'UTR,-,BSU_05040,NC_000964.3
5'lrpA,551389,551518,5'UTR,+,BSU_05050,NC_000964.3
lrpA,551519,551929,CDS,+,BSU_05050,NC_000964.3
3'lrpA,551930,551990,3'UTR,+,BSU_05050,NC_000964.3
3'lrpB,551991,552051,3'UTR,-,BSU_05060,NC_000964.3
lrpB,552052,552501,CDS,-,BSU_05060,NC_000964.3
5'lrpB,552502,552558,5'UTR,-,BSU_05060,NC_000964.3
5'yddQ,552559,552615,5'UTR,+,BSU_05070,NC_000964.3
yddQ,552616,553158,CDS,+,BSU_05070,NC_000964.3
3'yddQ,553159,553198,3'UTR,+,BSU_05070,NC_000964.3
5'yddR,553199,553710,5'UTR,+,BSU_05080,NC_000964.3
yddR,553711,554475,CDS,+,BSU_05080,NC_000964.3
3'yddR,554476,554515,3'UTR,+,BSU_05080,NC_000964.3
5'yddS,554516,554668,5'UTR,+,BSU_05090,NC_000964.3
yddS,554669,555979,CDS,+,BSU_05090,NC_000964.3
3'yddS,555980,556019,3'UTR,+,BSU_05090,NC_000964.3
5'ydzM,556020,556561,5'UTR,+,BSU_05099,NC_000964.3
ydzM,556562,556762,CDS,+,BSU_05099,NC_000964.3
yddT,556763,557449,CDS,+,BSU_05100,NC_000964.3
3'yddT,557450,557489,3'UTR,+,BSU_05100,NC_000964.3
5'ydzN,557490,557872,5'UTR,+,BSU_05109,NC_000964.3
ydzN,557873,558058,CDS,+,BSU_05109,NC_000964.3
3'ydzN,558059,558098,3'UTR,+,BSU_05109,NC_000964.3
5'sufLC,558099,558407,5'UTR,+,BSU_05110,NC_000964.3
sufLC,558408,559001,CDS,+,BSU_05110,NC_000964.3
3'sufLC,559002,559041,3'UTR,+,BSU_05110,NC_000964.3
5'cspC,559042,559263,5'UTR,+,BSU_05120,NC_000964.3
cspC,559264,559464,CDS,+,BSU_05120,NC_000964.3
3'cspC,559465,559492,3'UTR,+,BSU_05120,NC_000964.3
3'sncZ,559493,559521,3'UTR,-,BSU_misc_RNA_66,NC_000964.3
sncZ,559522,559620,ncRNA,-,BSU_misc_RNA_66,NC_000964.3
5'sncZ,559621,560110,5'UTR,-,BSU_misc_RNA_66,NC_000964.3
3'cdnL,560111,560150,3'UTR,-,BSU_05130,NC_000964.3
cdnL,560151,560612,CDS,-,BSU_05130,NC_000964.3
5'cdnL,560613,561139,5'UTR,-,BSU_05130,NC_000964.3
3'ydzE,561140,561179,3'UTR,-,BSU_05140,NC_000964.3
ydzE,561180,561416,CDS,-,BSU_05140,NC_000964.3
5'ydzE,561417,561473,5'UTR,-,BSU_05140,NC_000964.3
3'ydeC,561474,561513,3'UTR,-,BSU_05150,NC_000964.3
ydeC,561514,562389,CDS,-,BSU_05150,NC_000964.3
5'ydeC,562390,562445,5'UTR,-,BSU_05150,NC_000964.3
5'ydeD,562446,562501,5'UTR,+,BSU_05160,NC_000964.3
ydeD,562502,563461,CDS,+,BSU_05160,NC_000964.3
3'ydeD,563462,563537,3'UTR,+,BSU_05160,NC_000964.3
3'ydeE,563538,563613,3'UTR,-,BSU_05170,NC_000964.3
ydeE,563614,564486,CDS,-,BSU_05170,NC_000964.3
5'ydeE,564487,564599,5'UTR,-,BSU_05170,NC_000964.3
5'ydeF,564600,564712,5'UTR,+,BSU_05180,NC_000964.3
ydeF,564713,566101,CDS,+,BSU_05180,NC_000964.3
3'ydeF,566102,566141,3'UTR,+,BSU_05180,NC_000964.3
5'ydeG,566142,566210,5'UTR,+,BSU_05190,NC_000964.3
ydeG,566211,567503,CDS,+,BSU_05190,NC_000964.3
3'ydeG,567504,567543,3'UTR,+,BSU_05190,NC_000964.3
5'ydeH,567544,567661,5'UTR,+,BSU_05200,NC_000964.3
ydeH,567662,568108,CDS,+,BSU_05200,NC_000964.3
3'ydeH,568109,568148,3'UTR,+,BSU_05200,NC_000964.3
5'ydeI,568149,568344,5'UTR,+,BSU_05210,NC_000964.3
ydeI,568345,568938,CDS,+,BSU_05210,NC_000964.3
3'ydeI,568939,569113,3'UTR,+,BSU_05210,NC_000964.3
3'ydeJ,569114,569289,3'UTR,-,BSU_05220,NC_000964.3
ydeJ,569290,569949,CDS,-,BSU_05220,NC_000964.3
5'ydeJ,569950,570330,5'UTR,-,BSU_05220,NC_000964.3
3'ydeK,570331,570370,3'UTR,-,BSU_05230,NC_000964.3
ydeK,570371,571234,CDS,-,BSU_05230,NC_000964.3
5'ydeK,571235,571311,5'UTR,-,BSU_05230,NC_000964.3
5'ydeL,571312,571388,5'UTR,+,BSU_05240,NC_000964.3
ydeL,571389,572780,CDS,+,BSU_05240,NC_000964.3
3'ydeL,572781,572820,3'UTR,+,BSU_05240,NC_000964.3
5'ydeM,572821,572973,5'UTR,+,BSU_05250,NC_000964.3
ydeM,572974,573399,CDS,+,BSU_05250,NC_000964.3
3'ydeM,573400,573425,3'UTR,+,BSU_05250,NC_000964.3
3'ydeN,573426,573451,3'UTR,-,BSU_05260,NC_000964.3
ydeN,573452,574024,CDS,-,BSU_05260,NC_000964.3
5'ydeN,574025,574065,5'UTR,-,BSU_05260,NC_000964.3
3'ydzF,574066,574105,3'UTR,-,BSU_05270,NC_000964.3
ydzF,574106,574435,CDS,-,BSU_05270,NC_000964.3
5'ydzF,574436,574562,5'UTR,-,BSU_05270,NC_000964.3
5'ydeO,574563,574689,5'UTR,+,BSU_05280,NC_000964.3
ydeO,574690,575562,CDS,+,BSU_05280,NC_000964.3
3'ydeO,575563,575636,3'UTR,+,BSU_05280,NC_000964.3
3'ydeP,575637,575711,3'UTR,-,BSU_05290,NC_000964.3
ydeP,575712,576098,CDS,-,BSU_05290,NC_000964.3
5'ydeP,576099,576153,5'UTR,-,BSU_05290,NC_000964.3
5'ydeQ,576154,576208,5'UTR,+,BSU_05300,NC_000964.3
ydeQ,576209,576802,CDS,+,BSU_05300,NC_000964.3
3'ydeQ,576803,576873,3'UTR,+,BSU_05300,NC_000964.3
3'ydeR,576874,576945,3'UTR,-,BSU_05310,NC_000964.3
ydeR,576946,578133,CDS,-,BSU_05310,NC_000964.3
5'ydeR,578134,578234,5'UTR,-,BSU_05310,NC_000964.3
5'ydeS,578235,578336,5'UTR,+,BSU_05320,NC_000964.3
ydeS,578337,578933,CDS,+,BSU_05320,NC_000964.3
3'ydeS,578934,578973,3'UTR,+,BSU_05320,NC_000964.3
5'ydzO,578974,579046,5'UTR,+,BSU_05329,NC_000964.3
ydzO,579047,579232,CDS,+,BSU_05329,NC_000964.3
3'ydzO,579233,579272,3'UTR,+,BSU_05329,NC_000964.3
5'aseR,579273,579540,5'UTR,+,BSU_05330,NC_000964.3
aseR,579541,579888,CDS,+,BSU_05330,NC_000964.3
arsF,579889,581196,CDS,+,BSU_05340,NC_000964.3
ydzSn,581197,581340,pseudogene,+,BSU_05343,NC_000964.3
ydzSc,581341,581454,pseudogene,+,BSU_05344,NC_000964.3
3'ydzSc,581455,581494,3'UTR,+,BSU_05344,NC_000964.3
5'ydfB,581495,581693,5'UTR,+,BSU_05350,NC_000964.3
ydfB,581694,582479,CDS,+,BSU_05350,NC_000964.3
3'ydfB,582480,582507,3'UTR,+,BSU_05350,NC_000964.3
3'ydfC,582508,582535,3'UTR,-,BSU_05360,NC_000964.3
ydfC,582536,583456,CDS,-,BSU_05360,NC_000964.3
5'ydfC,583457,583522,5'UTR,-,BSU_05360,NC_000964.3
5'ydfD,583523,583588,5'UTR,+,BSU_05370,NC_000964.3
ydfD,583589,585037,CDS,+,BSU_05370,NC_000964.3
3'ydfD,585038,585095,3'UTR,+,BSU_05370,NC_000964.3
3'ydfE,585096,585154,3'UTR,-,BSU_05380,NC_000964.3
ydfE,585155,585778,CDS,-,BSU_05380,NC_000964.3
5'ydfE,585779,585822,5'UTR,-,BSU_05380,NC_000964.3
5'ydfF,585823,585867,5'UTR,+,BSU_05390,NC_000964.3
ydfF,585868,586548,CDS,+,BSU_05390,NC_000964.3
3'ydfF,586549,586587,3'UTR,+,BSU_05390,NC_000964.3
3'ydfG,586588,586627,3'UTR,-,BSU_05400,NC_000964.3
ydfG,586628,587071,CDS,-,BSU_05400,NC_000964.3
5'ydfG,587072,587116,5'UTR,-,BSU_05400,NC_000964.3
3'ydzP,587117,587156,3'UTR,-,BSU_05408,NC_000964.3
ydzP,587157,587336,CDS,-,BSU_05408,NC_000964.3
ydzQ,587333,587476,CDS,-,BSU_05409,NC_000964.3
5'ydzQ,587477,587609,5'UTR,-,BSU_05409,NC_000964.3
5'ydfH,587610,587743,5'UTR,+,BSU_05410,NC_000964.3
ydfH,587744,588967,CDS,+,BSU_05410,NC_000964.3
ydfI,588960,589601,CDS,+,BSU_05420,NC_000964.3
3'ydfI,589602,589641,3'UTR,+,BSU_05420,NC_000964.3
5'ydfJ,589642,589716,5'UTR,+,BSU_05430,NC_000964.3
ydfJ,589717,591891,CDS,+,BSU_05430,NC_000964.3
3'ydfJ,591892,592096,3'UTR,+,BSU_05430,NC_000964.3
3'cesA,592097,592302,3'UTR,-,BSU_05440,NC_000964.3
cesA,592303,593205,CDS,-,BSU_05440,NC_000964.3
5'cesA,593206,593366,5'UTR,-,BSU_05440,NC_000964.3
3'ydfK,593367,593406,3'UTR,-,BSU_05450,NC_000964.3
ydfK,593407,594096,CDS,-,BSU_05450,NC_000964.3
5'ydfK,594097,594145,5'UTR,-,BSU_05450,NC_000964.3
3'ydfL,594146,594185,3'UTR,-,BSU_05460,NC_000964.3
ydfL,594186,594998,CDS,-,BSU_05460,NC_000964.3
5'ydfL,594999,595068,5'UTR,-,BSU_05460,NC_000964.3
3'mneP,595069,595108,3'UTR,-,BSU_05470,NC_000964.3
mneP,595109,596002,CDS,-,BSU_05470,NC_000964.3
5'mneP,596003,596239,5'UTR,-,BSU_05470,NC_000964.3
5'ydfN,596240,596477,5'UTR,+,BSU_05480,NC_000964.3
ydfN,596478,597113,CDS,+,BSU_05480,NC_000964.3
ydfO,597114,598052,CDS,+,BSU_05490,NC_000964.3
3'ydfO,598053,598092,3'UTR,+,BSU_05490,NC_000964.3
5'ydfP,598093,598153,5'UTR,+,BSU_05500,NC_000964.3
ydfP,598154,598543,CDS,+,BSU_05500,NC_000964.3
3'ydfP,598544,598583,3'UTR,+,BSU_05500,NC_000964.3
5'ydfQ,598584,598728,5'UTR,+,BSU_05510,NC_000964.3
ydfQ,598729,599067,CDS,+,BSU_05510,NC_000964.3
ydzH,599068,599343,CDS,-,BSU_05520,NC_000964.3
5'ydzH,599344,599834,5'UTR,-,BSU_05520,NC_000964.3
3'ydzR,599835,599874,3'UTR,-,BSU_05529,NC_000964.3
ydzR,599875,600105,CDS,-,BSU_05529,NC_000964.3
5'ydzR,600106,600188,5'UTR,-,BSU_05529,NC_000964.3
3'ydfR,600189,600228,3'UTR,-,BSU_05530,NC_000964.3
ydfR,600229,600906,CDS,-,BSU_05530,NC_000964.3
5'ydfR,600907,600962,5'UTR,-,BSU_05530,NC_000964.3
5'ydfS,600963,601018,5'UTR,+,BSU_05540,NC_000964.3
ydfS,601019,601726,CDS,+,BSU_05540,NC_000964.3
cotP,601727,602172,CDS,-,BSU_05550,NC_000964.3
ydgA,602173,602440,CDS,-,BSU_05560,NC_000964.3
ydgB,602441,602713,CDS,-,BSU_05570,NC_000964.3
5'ydgB,602714,602862,5'UTR,-,BSU_05570,NC_000964.3
5'ydgC,602863,603011,5'UTR,+,BSU_05580,NC_000964.3
ydgC,603012,603599,CDS,+,BSU_05580,NC_000964.3
ydgD,603596,603940,CDS,+,BSU_05590,NC_000964.3
3'ydgD,603941,603980,3'UTR,+,BSU_05590,NC_000964.3
5'ydgE,603981,604102,5'UTR,+,BSU_05600,NC_000964.3
ydgE,604103,604576,CDS,+,BSU_05600,NC_000964.3
3'ydgE,604577,604655,3'UTR,+,BSU_05600,NC_000964.3
3'vmlR,604656,604735,3'UTR,-,BSU_05610,NC_000964.3
vmlR,604736,606379,CDS,-,BSU_05610,NC_000964.3
5'vmlR,606380,606658,5'UTR,-,BSU_05610,NC_000964.3
3'ydgF,606659,606698,3'UTR,-,BSU_05620,NC_000964.3
ydgF,606699,608075,CDS,-,BSU_05620,NC_000964.3
5'ydgF,608076,608205,5'UTR,-,BSU_05620,NC_000964.3
3'dinB,608206,608245,3'UTR,-,BSU_05630,NC_000964.3
dinB,608246,608764,CDS,-,BSU_05630,NC_000964.3
5'dinB,608765,608848,5'UTR,-,BSU_05630,NC_000964.3
5'ydgG,608849,608932,5'UTR,+,BSU_05640,NC_000964.3
ydgG,608933,609391,CDS,+,BSU_05640,NC_000964.3
ydgH,609388,612045,CDS,+,BSU_05650,NC_000964.3
3'ydgH,612046,612117,3'UTR,+,BSU_05650,NC_000964.3
3'ydgI,612118,612190,3'UTR,-,BSU_05660,NC_000964.3
ydgI,612191,612820,CDS,-,BSU_05660,NC_000964.3
ydgJ,612821,613330,CDS,-,BSU_05670,NC_000964.3
5'ydgJ,613331,613485,5'UTR,-,BSU_05670,NC_000964.3
5'ydgK,613486,613640,5'UTR,+,BSU_05680,NC_000964.3
ydgK,613641,614849,CDS,+,BSU_05680,NC_000964.3
ydhB,614850,615622,CDS,-,BSU_05690,NC_000964.3
5'ydhB,615623,615746,5'UTR,-,BSU_05690,NC_000964.3
5'ydhC,615747,615870,5'UTR,+,BSU_05700,NC_000964.3
ydhC,615871,616545,CDS,+,BSU_05700,NC_000964.3
3'ydhC,616546,616585,3'UTR,+,BSU_05700,NC_000964.3
5'spoL,616586,616671,5'UTR,+,BSU_05710,NC_000964.3
spoL,616672,617934,CDS,+,BSU_05710,NC_000964.3
3'spoL,617935,617974,3'UTR,+,BSU_05710,NC_000964.3
5'ydhE,617975,618094,5'UTR,+,BSU_05720,NC_000964.3
ydhE,618095,619282,CDS,+,BSU_05720,NC_000964.3
ydhF,619283,620031,CDS,-,BSU_05730,NC_000964.3
5'ydhF,620032,620064,5'UTR,-,BSU_05730,NC_000964.3
3'phoB,620065,620096,3'UTR,-,BSU_05740,NC_000964.3
phoB,620097,621485,CDS,-,BSU_05740,NC_000964.3
5'phoB,621486,621665,5'UTR,-,BSU_05740,NC_000964.3
5'fra,621666,621846,5'UTR,+,BSU_05750,NC_000964.3
fra,621847,622218,CDS,+,BSU_05750,NC_000964.3
3'fra,622219,622255,3'UTR,+,BSU_05750,NC_000964.3
3'ydhH,622256,622292,3'UTR,-,BSU_05760,NC_000964.3
ydhH,622293,622790,CDS,-,BSU_05760,NC_000964.3
ydhI,622791,623290,CDS,-,BSU_05770,NC_000964.3
5'ydhI,623291,623331,5'UTR,-,BSU_05770,NC_000964.3
5'ydhJ,623332,623372,5'UTR,+,BSU_05780,NC_000964.3
ydhJ,623373,624350,CDS,+,BSU_05780,NC_000964.3
3'ydhJ,624351,624390,3'UTR,+,BSU_05780,NC_000964.3
5'ydhK,624391,624491,5'UTR,+,BSU_05790,NC_000964.3
ydhK,624492,625124,CDS,+,BSU_05790,NC_000964.3
pbuE,625125,626291,CDS,-,BSU_05800,NC_000964.3
5'pbuE,626292,626313,5'UTR,-,BSU_05800,NC_000964.3
3'aswA,626314,626335,3'UTR,-,BSU_misc_RNA_8,NC_000964.3
aswA,626336,626456,ncRNA,-,BSU_misc_RNA_8,NC_000964.3
5'aswA,626457,626538,5'UTR,-,BSU_misc_RNA_8,NC_000964.3
5'gmuB,626539,626621,5'UTR,+,BSU_05810,NC_000964.3
gmuB,626622,626933,CDS,+,BSU_05810,NC_000964.3
gmuA,626933,627283,CDS,+,BSU_05820,NC_000964.3
gmuC,627284,628629,CDS,+,BSU_05830,NC_000964.3
gmuD,628630,630027,CDS,+,BSU_05840,NC_000964.3
3'gmuD,630028,630067,3'UTR,+,BSU_05840,NC_000964.3
5'gmuR,630068,630169,5'UTR,+,BSU_05850,NC_000964.3
gmuR,630170,630911,CDS,+,BSU_05850,NC_000964.3
gmuE,630912,631811,CDS,+,BSU_05860,NC_000964.3
gmuF,631808,632773,CDS,+,BSU_05870,NC_000964.3
gmuG,632774,633862,CDS,+,BSU_05880,NC_000964.3
3'gmuG,633863,633892,3'UTR,+,BSU_05880,NC_000964.3
3'ydhUc,633893,633922,3'UTR,-,BSU_05890,NC_000964.3
ydhUc,633923,634651,pseudogene,-,BSU_05890,NC_000964.3
ydhUn,634651,634776,pseudogene,-,BSU_05899,NC_000964.3
5'ydhUn,634777,634937,5'UTR,-,BSU_05899,NC_000964.3
5'trnE-Arg,634938,635099,tRNA,+,BSU_tRNA_79,NC_000964.3
trnE-Arg,635100,635196,tRNA,+,BSU_tRNA_79,NC_000964.3
trnE-Gly,635190,635283,tRNA,+,BSU_tRNA_80,NC_000964.3
3'trnE-Gly,635284,635323,tRNA,+,BSU_tRNA_80,NC_000964.3
5'rrnE-16S,635324,635432,5'UTR,+,BSU_rRNA_30,NC_000964.3
rrnE-16S,635433,636987,rRNA,+,BSU_rRNA_30,NC_000964.3
3'rrnE-16S,636988,637027,3'UTR,+,BSU_rRNA_30,NC_000964.3
5'rrnE-23S,637028,637154,5'UTR,+,BSU_rRNA_12,NC_000964.3
rrnE-23S,637155,640082,rRNA,+,BSU_rRNA_12,NC_000964.3
3'rrnE-23S,640083,640109,3'UTR,+,BSU_rRNA_12,NC_000964.3
5'rrnE-5S,640110,640137,5'UTR,+,BSU_rRNA_13,NC_000964.3
rrnE-5S,640138,640254,rRNA,+,BSU_rRNA_13,NC_000964.3
trnE-Met,640255,640354,tRNA,+,BSU_tRNA_21,NC_000964.3
3'trnE-Met,640355,640374,tRNA,+,BSU_tRNA_21,NC_000964.3
5'trnE-Asp,640375,640394,tRNA,+,BSU_tRNA_22,NC_000964.3
trnE-Asp,640395,640491,tRNA,+,BSU_tRNA_22,NC_000964.3
3'trnE-Asp,640492,640531,tRNA,+,BSU_tRNA_22,NC_000964.3
5'thiL,640532,640661,5'UTR,+,BSU_05900,NC_000964.3
thiL,640662,641639,CDS,+,BSU_05900,NC_000964.3
tsaE,641640,642130,CDS,+,BSU_05910,NC_000964.3
tsaB,642111,642800,CDS,+,BSU_05920,NC_000964.3
rimI,642801,643265,CDS,+,BSU_05930,NC_000964.3
tsaD,643258,644298,CDS,+,BSU_05940,NC_000964.3
3'tsaD,644299,644412,3'UTR,+,BSU_05940,NC_000964.3
3'ydiF,644413,644527,3'UTR,-,BSU_05950,NC_000964.3
ydiF,644528,646456,CDS,-,BSU_05950,NC_000964.3
5'ydiF,646457,646518,5'UTR,-,BSU_05950,NC_000964.3
5'moaC,646519,646581,5'UTR,+,BSU_05960,NC_000964.3
moaC,646582,647094,CDS,+,BSU_05960,NC_000964.3
rex,647091,647738,CDS,+,BSU_05970,NC_000964.3
tatAY,647739,647939,CDS,+,BSU_05980,NC_000964.3
tatCY,647940,648704,CDS,+,BSU_05990,NC_000964.3
ydiK,648705,648933,CDS,-,BSU_06000,NC_000964.3
ydiL,648930,649664,CDS,-,BSU_06010,NC_000964.3
5'ydiL,649665,649783,5'UTR,-,BSU_06010,NC_000964.3
5'groES,649784,649902,5'UTR,+,BSU_06020,NC_000964.3
groES,649903,650187,CDS,+,BSU_06020,NC_000964.3
3'groES,650188,650210,3'UTR,+,BSU_06020,NC_000964.3
5'groEL,650211,650233,5'UTR,+,BSU_06030,NC_000964.3
groEL,650234,651868,CDS,+,BSU_06030,NC_000964.3
3'groEL,651869,651922,3'UTR,+,BSU_06030,NC_000964.3
3'ydzTc,651923,651976,3'UTR,-,BSU_06033,NC_000964.3
ydzTc,651977,652086,pseudogene,-,BSU_06033,NC_000964.3
ydzT,652087,652245,pseudogene,-,BSU_06034,NC_000964.3
5'ydzT,652246,652267,5'UTR,-,BSU_06034,NC_000964.3
3'ydzT,652268,652289,3'UTR,-,BSU_06036,NC_000964.3
ydzT,652290,652418,pseudogene,-,BSU_06036,NC_000964.3
5'ydzT,652419,652470,5'UTR,-,BSU_06036,NC_000964.3
3'ydzT,652471,652510,3'UTR,-,BSU_06037,NC_000964.3
ydzT,652511,652720,pseudogene,-,BSU_06037,NC_000964.3
ydzTn,652713,653018,pseudogene,-,BSU_06038,NC_000964.3
5'ydzTn,653019,653224,5'UTR,-,BSU_06038,NC_000964.3
5'ydiM,653225,653431,5'UTR,+,BSU_06040,NC_000964.3
ydiM,653432,653812,CDS,+,BSU_06040,NC_000964.3
3'ydiM,653813,653852,3'UTR,+,BSU_06040,NC_000964.3
5'ydzU,653853,654070,5'UTR,+,BSU_06048,NC_000964.3
ydzU,654071,654343,CDS,+,BSU_06048,NC_000964.3
ydzV,654333,654692,pseudogene,+,BSU_06049,NC_000964.3
3'ydzV,654693,654732,3'UTR,+,BSU_06049,NC_000964.3
5'ydiN,654733,654977,5'UTR,+,BSU_06050,NC_000964.3
ydiN,654978,655222,pseudogene,+,BSU_06050,NC_000964.3
bsuMA,655223,656506,CDS,+,BSU_06060,NC_000964.3
bsuMB,656507,657697,CDS,+,BSU_06070,NC_000964.3
3'bsuMB,657698,657744,3'UTR,+,BSU_06070,NC_000964.3
3'ydzWc,657745,657792,3'UTR,-,BSU_06073,NC_000964.3
ydzWc,657793,658062,pseudogene,-,BSU_06073,NC_000964.3
ydzWmc,658061,658189,pseudogene,-,BSU_06074,NC_000964.3
ydzWmb,658189,658605,pseudogene,-,BSU_06076,NC_000964.3
