gene_name,start,end,feature_type,strand,locus_tag,chromosome
5'MXAN_RS10325,2464735,2464802,5'UTR,-,MXAN_RS10325,NC_008095.1
5'MXAN_RS10330,2464803,2464871,5'UTR,+,MXAN_RS10330,NC_008095.1
MXAN_RS10330,2464872,2465057,CDS,+,MXAN_RS10330,NC_008095.1
3'MXAN_RS10330,2465058,2465097,3'UTR,+,MXAN_RS10330,NC_008095.1
5'MXAN_RS10335,2465098,2465183,5'UTR,+,MXAN_RS10335,NC_008095.1
MXAN_RS10335,2465184,2465540,CDS,+,MXAN_RS10335,NC_008095.1
MXAN_RS10340,2465541,2466953,CDS,-,MXAN_RS10340,NC_008095.1
5'MXAN_RS10340,2466954,2467632,5'UTR,-,MXAN_RS10340,NC_008095.1
3'MXAN_RS10345,2467633,2467672,3'UTR,-,MXAN_RS10345,NC_008095.1
MXAN_RS10345,2467673,2468173,CDS,-,MXAN_RS10345,NC_008095.1
5'MXAN_RS10345,2468174,2468244,5'UTR,-,MXAN_RS10345,NC_008095.1
3'MXAN_RS10350,2468245,2468284,3'UTR,-,MXAN_RS10350,NC_008095.1
MXAN_RS10350,2468285,2469403,CDS,-,MXAN_RS10350,NC_008095.1
5'MXAN_RS10350,2469404,2469975,5'UTR,-,MXAN_RS10350,NC_008095.1
3'MXAN_RS10355,2469976,2470015,3'UTR,-,MXAN_RS10355,NC_008095.1
MXAN_RS10355,2470016,2470453,CDS,-,MXAN_RS10355,NC_008095.1
5'MXAN_RS10355,2470454,2471085,5'UTR,-,MXAN_RS10355,NC_008095.1
5'MXAN_RS10360,2471086,2471718,5'UTR,+,MXAN_RS10360,NC_008095.1
MXAN_RS10360,2471719,2472714,CDS,+,MXAN_RS10360,NC_008095.1
3'MXAN_RS10360,2472715,2472880,3'UTR,+,MXAN_RS10360,NC_008095.1
3'MXAN_RS10365,2472881,2473047,3'UTR,-,MXAN_RS10365,NC_008095.1
MXAN_RS10365,2473048,2475183,CDS,-,MXAN_RS10365,NC_008095.1
5'MXAN_RS10365,2475184,2475428,5'UTR,-,MXAN_RS10365,NC_008095.1
3'MXAN_RS10370,2475429,2475468,3'UTR,-,MXAN_RS10370,NC_008095.1
MXAN_RS10370,2475469,2476668,CDS,-,MXAN_RS10370,NC_008095.1
5'MXAN_RS10370,2476669,2476733,5'UTR,-,MXAN_RS10370,NC_008095.1
3'MXAN_RS10375,2476734,2476773,3'UTR,-,MXAN_RS10375,NC_008095.1
MXAN_RS10375,2476774,2477988,CDS,-,MXAN_RS10375,NC_008095.1
5'MXAN_RS10375,2477989,2478036,5'UTR,-,MXAN_RS10375,NC_008095.1
3'MXAN_RS10380,2478037,2478076,3'UTR,-,MXAN_RS10380,NC_008095.1
MXAN_RS10380,2478077,2478991,CDS,-,MXAN_RS10380,NC_008095.1
5'MXAN_RS10380,2478992,2479043,5'UTR,-,MXAN_RS10380,NC_008095.1
5'MXAN_RS10385,2479044,2479095,5'UTR,+,MXAN_RS10385,NC_008095.1
MXAN_RS10385,2479096,2479647,CDS,+,MXAN_RS10385,NC_008095.1
3'MXAN_RS10385,2479648,2479762,3'UTR,+,MXAN_RS10385,NC_008095.1
3'MXAN_RS10390,2479763,2479878,3'UTR,-,MXAN_RS10390,NC_008095.1
MXAN_RS10390,2479879,2480229,CDS,-,MXAN_RS10390,NC_008095.1
5'MXAN_RS10390,2480230,2480372,5'UTR,-,MXAN_RS10390,NC_008095.1
3'MXAN_RS10395,2480373,2480412,3'UTR,-,MXAN_RS10395,NC_008095.1
MXAN_RS10395,2480413,2481942,CDS,-,MXAN_RS10395,NC_008095.1
5'MXAN_RS10395,2481943,2482030,5'UTR,-,MXAN_RS10395,NC_008095.1
5'MXAN_RS10400,2482031,2482118,5'UTR,+,MXAN_RS10400,NC_008095.1
MXAN_RS10400,2482119,2485034,CDS,+,MXAN_RS10400,NC_008095.1
3'MXAN_RS10400,2485035,2485074,3'UTR,+,MXAN_RS10400,NC_008095.1
5'MXAN_RS10405,2485075,2485309,5'UTR,+,MXAN_RS10405,NC_008095.1
MXAN_RS10405,2485310,2487415,CDS,+,MXAN_RS10405,NC_008095.1
3'MXAN_RS10405,2487416,2487455,3'UTR,+,MXAN_RS10405,NC_008095.1
5'MXAN_RS10410,2487456,2487947,5'UTR,+,MXAN_RS10410,NC_008095.1
MXAN_RS10410,2487948,2488541,CDS,+,MXAN_RS10410,NC_008095.1
MXAN_RS10415,2488538,2489563,CDS,+,MXAN_RS10415,NC_008095.1
MXAN_RS38120,2489564,2489743,CDS,-,MXAN_RS38120,NC_008095.1
5'MXAN_RS38120,2489744,2490152,5'UTR,-,MXAN_RS38120,NC_008095.1
3'MXAN_RS10420,2490153,2490192,3'UTR,-,MXAN_RS10420,NC_008095.1
MXAN_RS10420,2490193,2491074,CDS,-,MXAN_RS10420,NC_008095.1
5'MXAN_RS10420,2491075,2491105,5'UTR,-,MXAN_RS10420,NC_008095.1
3'MXAN_RS10425,2491106,2491136,3'UTR,-,MXAN_RS10425,NC_008095.1
MXAN_RS10425,2491137,2491865,CDS,-,MXAN_RS10425,NC_008095.1
MXAN_RS10430,2491862,2493826,CDS,-,MXAN_RS10430,NC_008095.1
5'MXAN_RS10430,2493827,2493850,5'UTR,-,MXAN_RS10430,NC_008095.1
3'MXAN_RS10435,2493851,2493873,3'UTR,-,MXAN_RS10435,NC_008095.1
MXAN_RS10435,2493874,2494155,CDS,-,MXAN_RS10435,NC_008095.1
5'MXAN_RS10435,2494156,2494946,5'UTR,-,MXAN_RS10435,NC_008095.1
3'MXAN_RS10440,2494947,2494986,3'UTR,-,MXAN_RS10440,NC_008095.1
MXAN_RS10440,2494987,2495742,CDS,-,MXAN_RS10440,NC_008095.1
5'MXAN_RS10440,2495743,2495894,5'UTR,-,MXAN_RS10440,NC_008095.1
3'MXAN_RS10445,2495895,2495934,3'UTR,-,MXAN_RS10445,NC_008095.1
MXAN_RS10445,2495935,2497680,CDS,-,MXAN_RS10445,NC_008095.1
5'MXAN_RS10445,2497681,2497835,5'UTR,-,MXAN_RS10445,NC_008095.1
5'MXAN_RS10450,2497836,2497991,5'UTR,+,MXAN_RS10450,NC_008095.1
MXAN_RS10450,2497992,2500808,CDS,+,MXAN_RS10450,NC_008095.1
3'MXAN_RS10450,2500809,2500911,3'UTR,+,MXAN_RS10450,NC_008095.1
3'MXAN_RS10455,2500912,2501014,3'UTR,-,MXAN_RS10455,NC_008095.1
MXAN_RS10455,2501015,2502175,CDS,-,MXAN_RS10455,NC_008095.1
5'MXAN_RS10455,2502176,2502738,5'UTR,-,MXAN_RS10455,NC_008095.1
3'MXAN_RS10465,2502739,2502778,3'UTR,-,MXAN_RS10465,NC_008095.1
MXAN_RS10465,2502779,2503306,CDS,-,MXAN_RS10465,NC_008095.1
5'MXAN_RS10465,2503307,2503469,5'UTR,-,MXAN_RS10465,NC_008095.1
5'MXAN_RS38690,2503470,2503632,5'UTR,+,MXAN_RS38690,NC_008095.1
MXAN_RS38690,2503633,2503833,pseudogene,+,MXAN_RS38690,NC_008095.1
MXAN_RS38690,2503633,2503833,CDS,+,MXAN_RS38690,NC_008095.1
3'MXAN_RS38690,2503834,2503963,3'UTR,+,MXAN_RS38690,NC_008095.1
3'MXAN_RS10470,2503964,2504094,3'UTR,-,MXAN_RS10470,NC_008095.1
MXAN_RS10470,2504095,2504445,CDS,-,MXAN_RS10470,NC_008095.1
5'MXAN_RS10470,2504446,2504790,5'UTR,-,MXAN_RS10470,NC_008095.1
5'MXAN_RS36735,2504791,2505135,5'UTR,+,MXAN_RS36735,NC_008095.1
MXAN_RS36735,2505136,2505303,pseudogene,+,MXAN_RS36735,NC_008095.1
MXAN_RS36735,2505136,2505303,CDS,+,MXAN_RS36735,NC_008095.1
3'MXAN_RS36735,2505304,2505343,3'UTR,+,MXAN_RS36735,NC_008095.1
5'MXAN_RS38390,2505344,2505487,5'UTR,+,MXAN_RS38390,NC_008095.1
MXAN_RS38390,2505488,2505775,CDS,+,MXAN_RS38390,NC_008095.1
3'MXAN_RS38390,2505776,2505815,3'UTR,+,MXAN_RS38390,NC_008095.1
5'istA,2505816,2505964,5'UTR,+,MXAN_RS10480,NC_008095.1
istA,2505965,2507503,CDS,+,MXAN_RS10480,NC_008095.1
3'istA,2507504,2507543,3'UTR,+,MXAN_RS10480,NC_008095.1
5'istB,2507544,2507686,5'UTR,+,MXAN_RS10485,NC_008095.1
istB,2507687,2508448,CDS,+,MXAN_RS10485,NC_008095.1
3'istB,2508449,2508488,3'UTR,+,MXAN_RS10485,NC_008095.1
5'MXAN_RS10490,2508489,2508629,5'UTR,+,MXAN_RS10490,NC_008095.1
MXAN_RS10490,2508630,2511761,CDS,+,MXAN_RS10490,NC_008095.1
3'MXAN_RS10490,2511762,2512056,3'UTR,+,MXAN_RS10490,NC_008095.1
3'MXAN_RS36740,2512057,2512351,3'UTR,-,MXAN_RS36740,NC_008095.1
MXAN_RS36740,2512352,2513320,CDS,-,MXAN_RS36740,NC_008095.1
5'MXAN_RS36740,2513321,2513455,5'UTR,-,MXAN_RS36740,NC_008095.1
5'MXAN_RS10495,2513456,2513590,5'UTR,+,MXAN_RS10495,NC_008095.1
MXAN_RS10495,2513591,2513875,CDS,+,MXAN_RS10495,NC_008095.1
MXAN_RS10500,2513875,2514408,CDS,+,MXAN_RS10500,NC_008095.1
MXAN_RS10505,2514409,2514873,CDS,+,MXAN_RS10505,NC_008095.1
MXAN_RS10510,2514870,2515172,CDS,+,MXAN_RS10510,NC_008095.1
3'MXAN_RS10510,2515173,2515212,3'UTR,+,MXAN_RS10510,NC_008095.1
5'MXAN_RS36745,2515213,2515395,5'UTR,+,MXAN_RS36745,NC_008095.1
MXAN_RS36745,2515396,2516260,pseudogene,+,MXAN_RS36745,NC_008095.1
MXAN_RS36745,2515396,2516260,CDS,+,MXAN_RS36745,NC_008095.1
MXAN_RS10515,2516257,2518050,CDS,+,MXAN_RS10515,NC_008095.1
3'MXAN_RS10515,2518051,2518090,3'UTR,+,MXAN_RS10515,NC_008095.1
5'MXAN_RS10520,2518091,2518202,5'UTR,+,MXAN_RS10520,NC_008095.1
MXAN_RS10520,2518203,2519336,CDS,+,MXAN_RS10520,NC_008095.1
3'MXAN_RS10520,2519337,2519649,3'UTR,+,MXAN_RS10520,NC_008095.1
3'MXAN_RS10525,2519650,2519963,3'UTR,-,MXAN_RS10525,NC_008095.1
MXAN_RS10525,2519964,2520554,CDS,-,MXAN_RS10525,NC_008095.1
MXAN_RS10530,2520551,2521516,CDS,-,MXAN_RS10530,NC_008095.1
5'MXAN_RS10530,2521517,2521621,5'UTR,-,MXAN_RS10530,NC_008095.1
5'MXAN_RS10535,2521622,2521726,5'UTR,+,MXAN_RS10535,NC_008095.1
MXAN_RS10535,2521727,2522422,CDS,+,MXAN_RS10535,NC_008095.1
3'MXAN_RS10535,2522423,2522462,3'UTR,+,MXAN_RS10535,NC_008095.1
3'MXAN_RS10540,2522463,2522503,3'UTR,-,MXAN_RS10540,NC_008095.1
MXAN_RS10540,2522504,2522707,CDS,-,MXAN_RS10540,NC_008095.1
5'MXAN_RS10540,2522708,2522747,5'UTR,-,MXAN_RS10540,NC_008095.1
3'MXAN_RS10545,2522748,2522786,3'UTR,-,MXAN_RS10545,NC_008095.1
MXAN_RS10545,2522787,2524010,CDS,-,MXAN_RS10545,NC_008095.1
5'MXAN_RS10545,2524011,2524216,5'UTR,-,MXAN_RS10545,NC_008095.1
3'MXAN_RS10550,2524217,2524256,3'UTR,-,MXAN_RS10550,NC_008095.1
MXAN_RS10550,2524257,2525123,CDS,-,MXAN_RS10550,NC_008095.1
MXAN_RS10555,2525124,2525589,CDS,-,MXAN_RS10555,NC_008095.1
5'MXAN_RS10555,2525590,2525757,5'UTR,-,MXAN_RS10555,NC_008095.1
3'MXAN_RS10560,2525758,2525797,3'UTR,-,MXAN_RS10560,NC_008095.1
MXAN_RS10560,2525798,2527513,CDS,-,MXAN_RS10560,NC_008095.1
5'MXAN_RS10560,2527514,2527628,5'UTR,-,MXAN_RS10560,NC_008095.1
3'MXAN_RS10565,2527629,2527668,3'UTR,-,MXAN_RS10565,NC_008095.1
MXAN_RS10565,2527669,2529021,CDS,-,MXAN_RS10565,NC_008095.1
5'MXAN_RS10565,2529022,2529167,5'UTR,-,MXAN_RS10565,NC_008095.1
3'MXAN_RS10570,2529168,2529207,3'UTR,-,MXAN_RS10570,NC_008095.1
MXAN_RS10570,2529208,2530548,CDS,-,MXAN_RS10570,NC_008095.1
5'MXAN_RS10570,2530549,2530854,5'UTR,-,MXAN_RS10570,NC_008095.1
3'MXAN_RS10575,2530855,2530894,3'UTR,-,MXAN_RS10575,NC_008095.1
MXAN_RS10575,2530895,2531386,CDS,-,MXAN_RS10575,NC_008095.1
5'MXAN_RS10575,2531387,2531778,5'UTR,-,MXAN_RS10575,NC_008095.1
5'MXAN_RS10580,2531779,2532171,5'UTR,+,MXAN_RS10580,NC_008095.1
MXAN_RS10580,2532172,2532930,CDS,+,MXAN_RS10580,NC_008095.1
3'MXAN_RS10580,2532931,2532970,3'UTR,+,MXAN_RS10580,NC_008095.1
5'MXAN_RS10585,2532971,2533094,5'UTR,+,MXAN_RS10585,NC_008095.1
MXAN_RS10585,2533095,2533490,CDS,+,MXAN_RS10585,NC_008095.1
3'MXAN_RS10585,2533491,2533545,3'UTR,+,MXAN_RS10585,NC_008095.1
3'MXAN_RS10590,2533546,2533601,3'UTR,-,MXAN_RS10590,NC_008095.1
MXAN_RS10590,2533602,2534351,CDS,-,MXAN_RS10590,NC_008095.1
5'MXAN_RS10590,2534352,2534418,5'UTR,-,MXAN_RS10590,NC_008095.1
5'MXAN_RS10595,2534419,2534485,5'UTR,+,MXAN_RS10595,NC_008095.1
MXAN_RS10595,2534486,2535175,CDS,+,MXAN_RS10595,NC_008095.1
3'MXAN_RS10595,2535176,2535215,3'UTR,+,MXAN_RS10595,NC_008095.1
5'MXAN_RS10600,2535216,2535647,5'UTR,+,MXAN_RS10600,NC_008095.1
MXAN_RS10600,2535648,2535860,CDS,+,MXAN_RS10600,NC_008095.1
3'MXAN_RS10600,2535861,2535900,3'UTR,+,MXAN_RS10600,NC_008095.1
5'MXAN_RS10605,2535901,2535991,5'UTR,+,MXAN_RS10605,NC_008095.1
MXAN_RS10605,2535992,2536330,CDS,+,MXAN_RS10605,NC_008095.1
3'MXAN_RS10605,2536331,2536553,3'UTR,+,MXAN_RS10605,NC_008095.1
3'MXAN_RS10610,2536554,2536777,3'UTR,-,MXAN_RS10610,NC_008095.1
MXAN_RS10610,2536778,2537698,CDS,-,MXAN_RS10610,NC_008095.1
5'MXAN_RS10610,2537699,2537766,5'UTR,-,MXAN_RS10610,NC_008095.1
3'MXAN_RS10615,2537767,2537806,3'UTR,-,MXAN_RS10615,NC_008095.1
MXAN_RS10615,2537807,2538793,CDS,-,MXAN_RS10615,NC_008095.1
5'MXAN_RS10615,2538794,2538866,5'UTR,-,MXAN_RS10615,NC_008095.1
5'MXAN_RS37620,2538867,2538939,5'UTR,+,MXAN_RS37620,NC_008095.1
MXAN_RS37620,2538940,2539179,CDS,+,MXAN_RS37620,NC_008095.1
3'MXAN_RS37620,2539180,2539219,3'UTR,+,MXAN_RS37620,NC_008095.1
5'MXAN_RS10620,2539220,2539381,5'UTR,+,MXAN_RS10620,NC_008095.1
MXAN_RS10620,2539382,2540905,CDS,+,MXAN_RS10620,NC_008095.1
3'MXAN_RS10620,2540906,2540945,3'UTR,+,MXAN_RS10620,NC_008095.1
5'MXAN_RS10625,2540946,2541174,5'UTR,+,MXAN_RS10625,NC_008095.1
MXAN_RS10625,2541175,2543460,CDS,+,MXAN_RS10625,NC_008095.1
3'MXAN_RS10625,2543461,2543500,3'UTR,+,MXAN_RS10625,NC_008095.1
5'MXAN_RS10630,2543501,2543827,5'UTR,+,MXAN_RS10630,NC_008095.1
MXAN_RS10630,2543828,2544349,CDS,+,MXAN_RS10630,NC_008095.1
MXAN_RS10635,2544346,2545080,CDS,+,MXAN_RS10635,NC_008095.1
3'MXAN_RS10635,2545081,2545104,3'UTR,+,MXAN_RS10635,NC_008095.1
5'MXAN_RS10640,2545105,2545129,5'UTR,+,MXAN_RS10640,NC_008095.1
MXAN_RS10640,2545130,2545651,CDS,+,MXAN_RS10640,NC_008095.1
3'MXAN_RS10640,2545652,2545680,3'UTR,+,MXAN_RS10640,NC_008095.1
5'MXAN_RS10645,2545681,2545709,5'UTR,+,MXAN_RS10645,NC_008095.1
MXAN_RS10645,2545710,2548607,CDS,+,MXAN_RS10645,NC_008095.1
3'MXAN_RS10645,2548608,2548638,3'UTR,+,MXAN_RS10645,NC_008095.1
3'MXAN_RS10650,2548639,2548669,3'UTR,-,MXAN_RS10650,NC_008095.1
MXAN_RS10650,2548670,2549326,CDS,-,MXAN_RS10650,NC_008095.1
5'MXAN_RS10650,2549327,2549447,5'UTR,-,MXAN_RS10650,NC_008095.1
5'MXAN_RS10655,2549448,2549568,5'UTR,+,MXAN_RS10655,NC_008095.1
MXAN_RS10655,2549569,2550036,CDS,+,MXAN_RS10655,NC_008095.1
3'MXAN_RS10655,2550037,2550061,3'UTR,+,MXAN_RS10655,NC_008095.1
3'MXAN_RS10660,2550062,2550087,3'UTR,-,MXAN_RS10660,NC_008095.1
MXAN_RS10660,2550088,2551572,CDS,-,MXAN_RS10660,NC_008095.1
nrfH,2551569,2552072,CDS,-,MXAN_RS10665,NC_008095.1
5'nrfH,2552073,2552210,5'UTR,-,MXAN_RS10665,NC_008095.1
3'MXAN_RS38125,2552211,2552250,3'UTR,-,MXAN_RS38125,NC_008095.1
MXAN_RS38125,2552251,2552427,CDS,-,MXAN_RS38125,NC_008095.1
5'MXAN_RS38125,2552428,2552789,5'UTR,-,MXAN_RS38125,NC_008095.1
3'MXAN_RS10670,2552790,2552829,3'UTR,-,MXAN_RS10670,NC_008095.1
MXAN_RS10670,2552830,2554047,CDS,-,MXAN_RS10670,NC_008095.1
5'MXAN_RS10670,2554048,2554093,5'UTR,-,MXAN_RS10670,NC_008095.1
5'MXAN_RS10675,2554094,2554139,5'UTR,+,MXAN_RS10675,NC_008095.1
MXAN_RS10675,2554140,2554907,CDS,+,MXAN_RS10675,NC_008095.1
3'MXAN_RS10675,2554908,2554947,3'UTR,+,MXAN_RS10675,NC_008095.1
5'MXAN_RS10680,2554948,2555383,5'UTR,+,MXAN_RS10680,NC_008095.1
MXAN_RS10680,2555384,2555566,CDS,+,MXAN_RS10680,NC_008095.1
3'MXAN_RS10680,2555567,2555606,3'UTR,+,MXAN_RS10680,NC_008095.1
5'MXAN_RS10685,2555607,2555772,5'UTR,+,MXAN_RS10685,NC_008095.1
MXAN_RS10685,2555773,2557230,CDS,+,MXAN_RS10685,NC_008095.1
3'MXAN_RS10685,2557231,2557277,3'UTR,+,MXAN_RS10685,NC_008095.1
3'MXAN_RS10690,2557278,2557324,3'UTR,-,MXAN_RS10690,NC_008095.1
MXAN_RS10690,2557325,2558110,CDS,-,MXAN_RS10690,NC_008095.1
5'MXAN_RS10690,2558111,2558145,5'UTR,-,MXAN_RS10690,NC_008095.1
5'MXAN_RS10695,2558146,2558180,5'UTR,+,MXAN_RS10695,NC_008095.1
MXAN_RS10695,2558181,2559116,CDS,+,MXAN_RS10695,NC_008095.1
3'MXAN_RS10695,2559117,2559203,3'UTR,+,MXAN_RS10695,NC_008095.1
3'MXAN_RS10705,2559204,2559291,3'UTR,-,MXAN_RS10705,NC_008095.1
MXAN_RS10705,2559292,2559879,CDS,-,MXAN_RS10705,NC_008095.1
5'MXAN_RS10705,2559880,2559999,5'UTR,-,MXAN_RS10705,NC_008095.1
5'MXAN_RS10710,2560000,2560119,5'UTR,+,MXAN_RS10710,NC_008095.1
MXAN_RS10710,2560120,2560674,CDS,+,MXAN_RS10710,NC_008095.1
MXAN_RS38135,2560666,2560835,CDS,-,MXAN_RS38135,NC_008095.1
MXAN_RS10715,2560836,2561600,CDS,-,MXAN_RS10715,NC_008095.1
5'MXAN_RS10715,2561601,2561737,5'UTR,-,MXAN_RS10715,NC_008095.1
5'MXAN_RS10720,2561738,2561874,5'UTR,+,MXAN_RS10720,NC_008095.1
MXAN_RS10720,2561875,2562576,CDS,+,MXAN_RS10720,NC_008095.1
3'MXAN_RS10720,2562577,2562669,3'UTR,+,MXAN_RS10720,NC_008095.1
3'MXAN_RS10725,2562670,2562762,3'UTR,-,MXAN_RS10725,NC_008095.1
MXAN_RS10725,2562763,2564505,CDS,-,MXAN_RS10725,NC_008095.1
5'MXAN_RS10725,2564506,2564604,5'UTR,-,MXAN_RS10725,NC_008095.1
5'MXAN_RS10730,2564605,2564703,5'UTR,+,MXAN_RS10730,NC_008095.1
MXAN_RS10730,2564704,2565000,CDS,+,MXAN_RS10730,NC_008095.1
MXAN_RS10735,2565001,2565807,CDS,-,MXAN_RS10735,NC_008095.1
5'MXAN_RS10735,2565808,2565893,5'UTR,-,MXAN_RS10735,NC_008095.1
3'MXAN_RS10740,2565894,2565933,3'UTR,-,MXAN_RS10740,NC_008095.1
MXAN_RS10740,2565934,2567166,CDS,-,MXAN_RS10740,NC_008095.1
5'MXAN_RS10740,2567167,2567467,5'UTR,-,MXAN_RS10740,NC_008095.1
3'folD,2567468,2567507,3'UTR,-,MXAN_RS10745,NC_008095.1
folD,2567508,2568386,CDS,-,MXAN_RS10745,NC_008095.1
5'folD,2568387,2568495,5'UTR,-,MXAN_RS10745,NC_008095.1
5'MXAN_RS10750,2568496,2568604,5'UTR,+,MXAN_RS10750,NC_008095.1
MXAN_RS10750,2568605,2569414,CDS,+,MXAN_RS10750,NC_008095.1
3'MXAN_RS10750,2569415,2569454,3'UTR,+,MXAN_RS10750,NC_008095.1
5'MXAN_RS10755,2569455,2569495,5'UTR,+,MXAN_RS10755,NC_008095.1
MXAN_RS10755,2569496,2570179,CDS,+,MXAN_RS10755,NC_008095.1
3'MXAN_RS10755,2570180,2570219,3'UTR,+,MXAN_RS10755,NC_008095.1
5'MXAN_RS10760,2570220,2570271,5'UTR,+,MXAN_RS10760,NC_008095.1
MXAN_RS10760,2570272,2570541,CDS,+,MXAN_RS10760,NC_008095.1
MXAN_RS10765,2570542,2571624,CDS,-,MXAN_RS10765,NC_008095.1
5'MXAN_RS10765,2571625,2571818,5'UTR,-,MXAN_RS10765,NC_008095.1
5'MXAN_RS10770,2571819,2572012,5'UTR,+,MXAN_RS10770,NC_008095.1
MXAN_RS10770,2572013,2573329,CDS,+,MXAN_RS10770,NC_008095.1
3'MXAN_RS10770,2573330,2573369,3'UTR,+,MXAN_RS10770,NC_008095.1
5'MXAN_RS10775,2573370,2573518,5'UTR,+,MXAN_RS10775,NC_008095.1
MXAN_RS10775,2573519,2574544,CDS,+,MXAN_RS10775,NC_008095.1
3'MXAN_RS10775,2574545,2574618,3'UTR,+,MXAN_RS10775,NC_008095.1
3'MXAN_RS10780,2574619,2574693,3'UTR,-,MXAN_RS10780,NC_008095.1
MXAN_RS10780,2574694,2575953,CDS,-,MXAN_RS10780,NC_008095.1
MXAN_RS10785,2575954,2576508,CDS,-,MXAN_RS10785,NC_008095.1
5'MXAN_RS10785,2576509,2576654,5'UTR,-,MXAN_RS10785,NC_008095.1
5'MXAN_RS10790,2576655,2576800,5'UTR,+,MXAN_RS10790,NC_008095.1
MXAN_RS10790,2576801,2577550,CDS,+,MXAN_RS10790,NC_008095.1
3'MXAN_RS10790,2577551,2577590,3'UTR,+,MXAN_RS10790,NC_008095.1
5'MXAN_RS10795,2577591,2577676,5'UTR,+,MXAN_RS10795,NC_008095.1
MXAN_RS10795,2577677,2579608,CDS,+,MXAN_RS10795,NC_008095.1
3'MXAN_RS10795,2579609,2579648,3'UTR,+,MXAN_RS10795,NC_008095.1
5'MXAN_RS10800,2579649,2580270,5'UTR,+,MXAN_RS10800,NC_008095.1
MXAN_RS10800,2580271,2580948,CDS,+,MXAN_RS10800,NC_008095.1
MXAN_RS10805,2580949,2581610,CDS,+,MXAN_RS10805,NC_008095.1
3'MXAN_RS10805,2581611,2581650,3'UTR,+,MXAN_RS10805,NC_008095.1
5'MXAN_RS10810,2581651,2581738,5'UTR,+,MXAN_RS10810,NC_008095.1
MXAN_RS10810,2581739,2582308,CDS,+,MXAN_RS10810,NC_008095.1
3'MXAN_RS10810,2582309,2582348,3'UTR,+,MXAN_RS10810,NC_008095.1
5'MXAN_RS10815,2582349,2582586,5'UTR,+,MXAN_RS10815,NC_008095.1
MXAN_RS10815,2582587,2583564,CDS,+,MXAN_RS10815,NC_008095.1
3'MXAN_RS10815,2583565,2583604,3'UTR,+,MXAN_RS10815,NC_008095.1
5'MXAN_RS10820,2583605,2583658,5'UTR,+,MXAN_RS10820,NC_008095.1
MXAN_RS10820,2583659,2586127,CDS,+,MXAN_RS10820,NC_008095.1
3'MXAN_RS10820,2586128,2586215,3'UTR,+,MXAN_RS10820,NC_008095.1
3'MXAN_RS10825,2586216,2586304,3'UTR,-,MXAN_RS10825,NC_008095.1
MXAN_RS10825,2586305,2587840,CDS,-,MXAN_RS10825,NC_008095.1
5'MXAN_RS10825,2587841,2588090,5'UTR,-,MXAN_RS10825,NC_008095.1
3'MXAN_RS10830,2588091,2588130,3'UTR,-,MXAN_RS10830,NC_008095.1
MXAN_RS10830,2588131,2588859,CDS,-,MXAN_RS10830,NC_008095.1
5'MXAN_RS10830,2588860,2588900,5'UTR,-,MXAN_RS10830,NC_008095.1
3'MXAN_RS10835,2588901,2588940,3'UTR,-,MXAN_RS10835,NC_008095.1
MXAN_RS10835,2588941,2590821,CDS,-,MXAN_RS10835,NC_008095.1
5'MXAN_RS10835,2590822,2591319,5'UTR,-,MXAN_RS10835,NC_008095.1
3'MXAN_RS10840,2591320,2591359,3'UTR,-,MXAN_RS10840,NC_008095.1
MXAN_RS10840,2591360,2592565,CDS,-,MXAN_RS10840,NC_008095.1
5'MXAN_RS10840,2592566,2592624,5'UTR,-,MXAN_RS10840,NC_008095.1
3'MXAN_RS10845,2592625,2592664,3'UTR,-,MXAN_RS10845,NC_008095.1
MXAN_RS10845,2592665,2594020,CDS,-,MXAN_RS10845,NC_008095.1
5'MXAN_RS10845,2594021,2594467,5'UTR,-,MXAN_RS10845,NC_008095.1
5'MXAN_RS10855,2594468,2594915,5'UTR,+,MXAN_RS10855,NC_008095.1
MXAN_RS10855,2594916,2596997,CDS,+,MXAN_RS10855,NC_008095.1
3'MXAN_RS10855,2596998,2597037,3'UTR,+,MXAN_RS10855,NC_008095.1
5'MXAN_RS10860,2597038,2597465,5'UTR,+,MXAN_RS10860,NC_008095.1
MXAN_RS10860,2597466,2598668,CDS,+,MXAN_RS10860,NC_008095.1
MXAN_RS10865,2598669,2599861,CDS,+,MXAN_RS10865,NC_008095.1
MXAN_RS10870,2599862,2600710,CDS,+,MXAN_RS10870,NC_008095.1
MXAN_RS10875,2600711,2601649,CDS,+,MXAN_RS10875,NC_008095.1
MXAN_RS10880,2601650,2602675,CDS,-,MXAN_RS10880,NC_008095.1
5'MXAN_RS10880,2602676,2602953,5'UTR,-,MXAN_RS10880,NC_008095.1
3'MXAN_RS10885,2602954,2602993,3'UTR,-,MXAN_RS10885,NC_008095.1
MXAN_RS10885,2602994,2604901,CDS,-,MXAN_RS10885,NC_008095.1
5'MXAN_RS10885,2604902,2605010,5'UTR,-,MXAN_RS10885,NC_008095.1
5'MXAN_RS10890,2605011,2605119,5'UTR,+,MXAN_RS10890,NC_008095.1
MXAN_RS10890,2605120,2606694,CDS,+,MXAN_RS10890,NC_008095.1
MXAN_RS10895,2606695,2608200,CDS,-,MXAN_RS10895,NC_008095.1
5'MXAN_RS10895,2608201,2608456,5'UTR,-,MXAN_RS10895,NC_008095.1
